Система автоматизации,AS
Абонент,ГПА-23
Ретросистема,Архив останова
Дата,05.10.24
Время,03:54:57
Длительность архива (сек),3600.00
Время предыстории (сек),1200.00
Шаг дискретизации (сек),1.00

Время,"Частота вращения ротора ГГ (1), об/мин","Частота вращения ротора СТ (1), об/мин","Давление газа на входе Км, Р Гвх.Км, МПа","Давление газа на выходе Км, Рг.вых.Км, МПа","Перепад давления  на конфузоре,  DРКонф, кПа","Положение крана  № 6р (АПРК), %","Температура газа на входе Км, ТГ.вх.Км, °С","Температура газа на выходе Км, ТГ.вых.Км, °С","Виброперемещение ротора Км в передней опоре, гор. сост. (размах), мкм","Виброперемещение ротора Км в передней опоре, верт. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре гор. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре верт. сост. (размах), мкм","Осевой сдвиг ротора К, мм","Помпажный запас, %","Расчетная степень сжатия Км,"
-752.38,10321.3799,,1.9155,4.1110,10.7277,,12.6112,73.8227,32.9861,23.9800,12.9756,9.9646,0.0004,,2.0889
-751.38,10322.7900,,1.9155,4.1110,10.7422,,12.6112,73.8227,32.9861,23.9800,11.9629,8.9699,0.0004,,2.0889
-750.38,10320.4424,,1.9155,4.1110,10.7458,,12.6112,73.8227,32.9861,23.9800,11.9629,8.9699,0.0004,,2.0889
-749.38,10321.3799,,1.9155,4.1110,10.7422,,12.6112,73.8227,32.9861,24.9747,12.9756,9.9646,0.0004,,2.0889
-748.38,10321.3799,,1.9155,4.1110,10.7422,,12.6112,73.8227,32.9861,24.9747,12.9756,9.9646,0.0004,,2.0889
-747.38,10321.3799,,1.9155,4.1110,10.7422,,12.6112,73.8227,33.9808,23.9800,12.9756,9.9646,0.0004,,2.0889
-746.38,10320.4424,,1.9155,4.1110,10.7350,,12.6112,73.8227,33.9808,23.9800,12.9756,9.9646,0.0004,,2.0889
-745.38,10320.9141,,1.9155,4.1110,10.7458,,12.6112,73.8227,33.9808,23.9800,11.9629,9.9646,0.0004,,2.0889
-744.38,10320.9141,,1.9155,4.1110,10.7350,,12.6112,73.8227,33.9808,23.9800,11.9629,9.9646,0.0005,,2.0889
-743.38,10322.5371,,1.9155,4.1110,10.7422,,12.6112,73.8227,33.9808,23.9800,10.9682,9.9646,0.0004,,2.0889
-742.38,10322.3223,,1.9155,4.1110,10.7350,,12.6112,73.8227,33.9808,23.9800,10.9682,9.9646,-0.0006,,2.0889
-741.38,10321.8516,,1.9155,4.1110,10.7350,,12.6112,73.8227,33.9808,24.9747,11.9629,9.9646,0.0005,,2.0889
-740.38,10323.0000,,1.9155,4.1110,10.7422,,12.6112,73.8227,33.9808,24.9747,11.9629,9.9646,0.0005,,2.0889
-739.38,10321.8516,,1.9155,4.1110,10.7313,,12.6112,73.8227,34.9754,23.9800,11.9629,8.9699,0.0005,,2.0889
-738.38,10321.6016,,1.9155,4.1110,10.7277,,12.6112,73.8227,34.9754,23.9800,11.9629,8.9699,0.0005,,2.0889
-737.38,10322.3223,,1.9155,4.1110,10.7530,,12.6112,73.8227,33.9808,23.9800,12.9756,8.9699,0.0005,,2.0889
-736.38,10320.9141,,1.9155,4.1110,10.7313,,12.6112,73.8227,33.9808,23.9800,12.9756,8.9699,0.0005,,2.0889
-735.38,10321.1338,,1.9155,4.1110,10.7277,,12.6112,73.8227,33.9808,23.9800,12.9756,9.9646,-0.0006,,2.0889
-734.38,10322.3223,,1.9155,4.1110,10.7422,,12.6112,73.8227,33.9808,23.9800,12.9756,9.9646,0.0004,,2.0889
-733.38,,,1.9155,4.1110,10.7313,,12.6112,73.8227,34.9754,23.9800,12.9756,8.9699,0.0004,,2.0889
-732.38,,,1.9155,4.1110,10.7277,,12.6112,73.8227,34.9754,23.9800,12.9756,8.9699,0.0004,,2.0889
-731.38,,,1.9155,4.1110,10.7241,,12.6112,73.8227,33.9808,24.9747,11.9629,9.9555,0.0004,,2.0889
-730.38,,,1.9155,4.1110,10.7350,,12.6112,73.8227,33.9808,24.9747,11.9629,9.9555,0.0004,,2.0889
-729.38,,,1.9155,4.1110,10.7422,,12.6112,73.8227,32.9861,24.9747,12.9756,9.9555,0.0004,,2.0889
-728.38,,,1.9155,4.1110,10.7350,,12.6112,73.8227,32.9861,24.9747,12.9756,9.9555,0.0004,,2.0889
-727.38,,,1.9155,4.1110,10.7350,,12.6112,73.8227,32.9861,24.9747,11.9629,8.9699,-0.0001,,2.0889
-726.38,,,1.9155,4.1110,10.7494,,12.6112,73.8227,32.9861,24.9747,11.9629,8.9699,0.0004,,2.0889
-725.38,,,1.9155,4.1110,10.7458,,12.6112,73.8227,32.9861,24.9747,13.9703,10.9592,0.0004,,2.0889
-724.38,,,1.9155,4.1110,10.7458,,12.6112,73.8227,32.9861,24.9747,13.9703,10.9592,0.0004,,2.0889
-723.38,,,1.9155,4.1110,10.7494,,12.6112,73.8227,32.9861,23.9800,12.9756,8.9699,0.0004,,2.0889
-722.38,,,1.9155,4.1110,10.7458,,12.6112,73.8227,32.9861,23.9800,12.9756,8.9699,0.0004,,2.0889
-721.38,,,1.9155,4.1110,10.7458,,12.6112,73.8227,33.9808,24.9747,12.9756,8.9699,0.0004,,2.0889
-720.38,,,1.9155,4.1110,10.7350,,12.6112,73.8227,33.9808,24.9747,12.9756,8.9699,0.0004,,2.0889
-719.38,,,1.9155,4.1110,10.7494,,12.6112,73.8227,33.9808,23.9800,13.9703,9.9646,0.0004,,2.0889
-718.38,,,1.9155,4.1110,10.7350,,12.6112,73.8227,33.9808,23.9800,13.9703,9.9646,0.0004,,2.0889
-717.38,,,1.9155,4.1110,10.7422,,12.6112,73.8227,32.9861,24.9656,11.9629,8.9699,0.0004,,2.0889
-716.38,,,1.9155,4.1110,10.7277,,12.6112,73.8227,32.9861,24.9656,11.9629,8.9699,0.0004,,2.0889
-715.38,,,1.9155,4.1110,10.7313,,12.6112,73.8227,33.9808,23.9800,12.9756,8.9699,0.0004,,2.0889
-714.38,,,1.9155,4.1110,10.7422,,12.6112,73.8227,33.9808,23.9800,12.9756,8.9699,0.0004,,2.0889
-713.38,,,1.9155,4.1110,10.7277,,12.6112,73.9002,33.9808,24.9747,12.9756,9.9646,0.0004,,2.0889
-712.38,,,1.9155,4.1110,10.7422,,12.6112,73.8227,33.9808,24.9747,12.9756,9.9646,0.0004,,2.0889
-711.38,,,1.9155,4.1110,10.7458,,12.6112,73.8227,33.9808,24.9747,11.9629,9.9646,0.0004,,2.0889
-710.38,,,1.9155,4.1110,10.7422,,12.6112,73.8227,33.9808,24.9747,11.9629,9.9646,0.0004,,2.0889
-709.38,,,1.9155,4.1110,10.7313,,12.6112,73.8227,32.9861,24.9747,11.9629,8.9699,0.0004,,2.0889
-708.38,,,1.9155,4.1110,10.7422,,12.6112,73.8227,32.9861,24.9747,11.9629,8.9699,0.0004,,2.0889
-707.38,,,1.9155,4.1110,10.7350,,12.6112,73.8227,32.9861,23.9800,11.9629,8.9699,0.0004,,2.0889
-706.38,,,1.9155,4.1110,10.7458,,12.6112,73.8227,32.9861,23.9800,11.9629,8.9699,0.0004,,2.0889
-705.38,,,1.9155,4.1110,10.7422,,12.6112,73.8227,32.9861,23.9800,11.9629,9.9646,0.0004,,2.0889
-704.38,,,1.9155,4.1110,10.7313,,12.6112,73.8227,32.9861,23.9800,11.9629,9.9646,0.0004,,2.0889
-703.38,,,1.9155,4.1110,10.7277,,12.6112,73.8227,32.9861,24.9656,10.9682,8.9699,0.0004,,2.0889
-702.38,,,1.9155,4.1110,10.7350,,12.6112,73.8227,32.9861,24.9656,10.9682,8.9699,0.0004,,2.0889
-701.38,,,1.9155,4.1110,10.7350,,12.6112,73.8227,34.9754,23.9800,10.9682,9.9646,0.0004,,2.0889
-700.38,,,1.9155,4.1110,10.7350,,12.6112,73.8227,34.9754,23.9800,10.9682,9.9646,0.0004,,2.0889
-699.38,,,1.9155,4.1110,10.7494,,12.6112,73.8227,33.9808,25.9693,11.9629,9.9646,0.0004,,2.0889
-698.38,,,1.9155,4.1110,10.7313,,12.6112,73.8227,33.9808,25.9693,11.9629,9.9646,0.0004,,2.0889
-697.38,,,1.9155,4.1110,10.7313,,12.6112,73.9002,33.9808,24.9656,12.9756,9.9646,0.0004,,2.0889
-696.38,,,1.9155,4.1110,10.7313,,12.6112,73.9002,33.9808,24.9656,12.9756,9.9646,0.0004,,2.0889
-695.38,,,1.9155,4.1110,10.7458,,12.6112,73.9002,32.9861,24.9656,11.9629,8.9699,0.0004,,2.0889
-694.38,,,1.9155,4.1110,10.7350,,12.6112,73.8227,32.9861,24.9656,11.9629,8.9699,0.0004,,2.0889
-693.38,,,1.9155,4.1124,10.7313,,12.6112,73.8227,33.9808,24.9656,11.9629,8.9699,0.0004,,2.0896
-692.38,,,1.9155,4.1124,10.7313,,12.6112,73.8227,33.9808,24.9656,11.9629,8.9699,0.0004,,2.0896
-691.38,,,1.9155,4.1124,10.7313,,12.6112,73.8227,33.9808,23.9800,10.9682,8.9699,0.0004,,2.0896
-690.38,,,1.9155,4.1124,10.7313,,12.6112,73.8227,33.9808,23.9800,10.9682,8.9699,0.0004,,2.0896
-689.38,,,1.9155,4.1124,10.7422,,12.6112,73.8227,34.9754,24.9747,12.9756,8.9699,0.0004,,2.0896
-688.38,,,1.9155,4.1124,10.7350,,12.6112,73.8227,34.9754,24.9747,12.9756,8.9699,0.0004,,2.0896
-687.38,,,1.9155,4.1124,10.7350,,12.6112,73.8227,33.9808,23.9800,11.9629,8.9699,0.0004,,2.0896
-686.38,,,1.9155,4.1124,10.7350,,12.6112,73.8227,33.9808,23.9800,11.9629,8.9699,0.0004,,2.0896
-685.38,,,1.9155,4.1124,10.7350,,12.6112,73.8227,33.9808,24.9656,12.9756,9.9646,0.0005,,2.0896
-684.38,,,1.9155,4.1124,10.7350,,12.6112,73.8227,33.9808,24.9656,12.9756,9.9646,0.0005,,2.0896
-683.38,,,1.9155,4.1124,10.7277,,12.6112,73.8227,33.9808,24.9656,13.9703,9.9646,0.0005,,2.0896
-682.38,,,1.9155,4.1124,10.7313,,12.6112,73.8227,33.9808,24.9656,13.9703,9.9646,0.0005,,2.0896
-681.38,,,1.9155,4.1124,10.7422,,12.6112,73.8227,34.9754,23.9800,10.9682,8.9699,0.0005,,2.0896
-680.38,,,1.9155,4.1124,10.7313,,12.6112,73.8227,34.9754,23.9800,10.9682,8.9699,0.0005,,2.0896
-679.38,,,1.9155,4.1124,10.7350,,12.6112,73.8227,33.9808,24.9747,12.9756,9.9646,0.0005,,2.0896
-678.38,,,1.9155,4.1124,10.7422,,12.6112,73.8227,33.9808,24.9747,12.9756,9.9646,0.0005,,2.0896
-677.38,,,1.9155,4.1124,10.7422,,12.6112,73.8227,34.9754,24.9747,11.9629,9.9646,-0.0003,,2.0896
-676.38,,,1.9155,4.1124,10.7530,,12.6112,73.8227,34.9754,24.9747,11.9629,9.9646,0.0004,,2.0896
-675.38,,,1.9155,4.1124,10.7422,,12.6112,73.8227,33.9808,24.9747,12.9756,8.9699,0.0004,,2.0896
-674.38,,,1.9155,4.1124,10.7277,,12.6112,73.8227,33.9808,24.9747,12.9756,8.9699,0.0004,,2.0896
-673.38,,,1.9155,4.1124,10.7313,,12.6112,73.8227,33.9808,24.9747,15.9686,10.9592,0.0004,,2.0896
-672.38,,,1.9155,4.1124,10.7277,,12.6112,73.8227,33.9808,24.9747,15.9686,10.9592,0.0004,,2.0896
-671.38,,,1.9155,4.1124,10.7277,,12.6112,73.8227,34.9754,25.9693,13.9703,9.9646,0.0004,,2.0896
-670.38,,,1.9155,4.1124,10.7313,,12.6112,73.8227,34.9754,25.9693,13.9703,9.9646,0.0004,,2.0896
-669.38,,,1.9155,4.1124,10.7277,,12.6112,73.8227,33.9808,23.9800,11.9629,8.9699,0.0004,,2.0896
-668.38,,,1.9155,4.1124,10.7313,,12.6112,73.8227,33.9808,23.9800,11.9629,8.9699,0.0004,,2.0896
-667.38,,,1.9155,4.1124,10.7422,,12.6112,73.8227,33.9808,24.9747,14.9649,10.9592,0.0004,,2.0896
-666.38,,,1.9155,4.1124,10.7277,,12.6112,73.8227,33.9808,24.9747,14.9649,10.9592,0.0004,,2.0896
-665.38,,,1.9155,4.1124,10.7458,,12.6112,73.8227,33.9808,24.9747,13.9703,11.9538,0.0005,,2.0896
-664.38,,,1.9155,4.1124,10.7458,,12.6112,73.8227,33.9808,24.9747,13.9703,11.9538,0.0004,,2.0896
-663.38,,,1.9155,4.1124,10.7422,,12.6112,73.8227,33.9808,24.9747,12.9756,10.9592,0.0004,,2.0896
-662.38,,,1.9155,4.1124,10.7277,,12.6112,73.8227,33.9808,24.9747,12.9756,10.9592,0.0004,,2.0896
-661.38,,,1.9155,4.1124,10.7422,,12.6112,73.8227,32.9861,24.9747,11.9629,8.9699,0.0004,,2.0896
-660.38,,,1.9155,4.1124,10.7241,,12.6112,73.8227,32.9861,24.9747,11.9629,8.9699,0.0004,,2.0896
-659.38,,,1.9155,4.1124,10.7277,,12.6112,73.8227,33.9808,24.9747,12.9756,10.9592,0.0004,,2.0896
-658.38,,,1.9155,4.1124,10.7530,,12.6112,73.8227,33.9808,24.9747,12.9756,10.9592,0.0004,,2.0896
-657.38,,,1.9155,4.1124,10.7350,,12.6112,73.8227,33.9808,24.9747,12.9756,8.9699,0.0004,,2.0896
-656.38,,,1.9155,4.1124,10.7350,,12.6112,73.8227,33.9808,24.9747,12.9756,8.9699,0.0004,,2.0896
-655.38,,,1.9155,4.1124,10.7350,,12.6112,73.8227,34.9754,24.9747,11.9629,8.9699,0.0004,,2.0896
-654.38,,,1.9155,4.1124,10.7241,,12.6112,73.8227,34.9754,24.9747,11.9629,8.9699,0.0004,,2.0896
-653.38,,,1.9155,4.1124,10.7458,,12.6112,73.8227,33.9808,24.9747,13.9703,8.9699,0.0004,,2.0896
-652.38,,,1.9155,4.1124,10.7422,,12.6112,73.8227,33.9808,24.9747,13.9703,8.9699,0.0004,,2.0896
-651.38,,,1.9155,4.1124,10.7313,,12.6112,73.8227,34.9754,24.9747,12.9756,9.9646,0.0004,,2.0896
-650.38,,,1.9155,4.1124,10.7313,,12.6112,73.8227,34.9754,24.9747,12.9756,9.9646,0.0004,,2.0896
-649.38,,,1.9155,4.1124,10.7530,,12.6112,73.8227,34.9754,24.9747,11.9629,10.9592,0.0004,,2.0896
-648.38,,,1.9155,4.1124,10.7530,,12.6112,73.8227,34.9754,24.9747,11.9629,10.9592,0.0004,,2.0896
-647.38,,,1.9155,4.1124,10.7350,,12.6112,73.8227,35.9881,24.9747,12.9756,8.9699,0.0004,,2.0896
-646.38,,,1.9155,4.1124,10.7350,,12.6112,73.8227,35.9881,24.9747,12.9756,8.9699,0.0004,,2.0896
-645.38,,,1.9155,4.1124,10.7350,,12.6112,73.8227,34.9754,23.9800,11.9629,8.9699,0.0004,,2.0896
-644.38,,,1.9155,4.1124,10.7350,,12.6112,73.8227,34.9754,23.9800,11.9629,8.9699,0.0004,,2.0896
-643.38,,,1.9155,4.1124,10.7313,,12.6112,73.8227,33.9808,23.9800,11.9629,9.9646,0.0004,,2.0896
-642.38,,,1.9155,4.1124,10.7313,,12.6112,73.8227,33.9808,23.9800,11.9629,9.9646,0.0004,,2.0896
-641.38,,,1.9155,4.1124,10.7313,,12.6112,73.8227,34.9754,24.9747,11.9629,8.9699,0.0004,,2.0896
-640.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,24.9747,11.9629,8.9699,0.0004,,2.0896
-639.38,,,1.9155,4.1124,10.7458,,12.6112,,33.9988,24.9747,12.9756,8.9699,0.0004,,2.0896
-638.38,,,1.9155,4.1124,10.7458,,12.6112,,33.9988,24.9747,12.9756,8.9699,0.0004,,2.0896
-637.38,,,1.9155,4.1124,10.7241,,12.6112,,34.9754,25.9693,13.9703,9.9646,0.0004,,2.0896
-636.38,,,1.9155,4.1124,10.7350,,12.6112,,34.9754,25.9693,13.9703,9.9646,0.0004,,2.0896
-635.38,,,1.9155,4.1124,10.7350,,12.6112,,34.9754,24.9747,12.9937,9.9646,0.0004,,2.0896
-634.38,,,1.9155,4.1124,10.7422,,12.6112,,34.9754,24.9747,12.9937,9.9646,0.0004,,2.0896
-633.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,24.9747,11.9629,8.9699,0.0004,,2.0896
-632.38,,,1.9155,4.1124,10.7350,,12.6112,,34.9754,24.9747,11.9629,8.9699,0.0004,,2.0896
-631.38,,,1.9155,4.1124,10.7350,,12.6112,,34.9754,23.9800,11.9629,8.9699,0.0004,,2.0896
-630.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,23.9800,11.9629,8.9699,0.0004,,2.0896
-629.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,24.9747,11.9629,8.9699,0.0004,,2.0896
-628.38,,,1.9155,4.1124,10.7458,,12.6112,,34.9754,24.9747,11.9629,8.9699,0.0004,,2.0896
-627.38,,,1.9155,4.1124,10.7422,,12.6112,,34.9754,24.9747,11.9629,8.9699,-0.0006,,2.0896
-626.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,24.9747,11.9629,8.9699,0.0004,,2.0896
-625.38,,,1.9155,4.1124,10.7458,,12.6112,,33.9808,23.9800,12.9756,8.9699,0.0004,,2.0896
-624.38,,,1.9155,4.1124,10.7350,,12.6112,,33.9808,23.9800,12.9756,8.9699,-0.0006,,2.0896
-623.38,,,1.9155,4.1124,10.7458,,12.6112,,34.9754,25.9693,13.9703,10.9592,0.0004,,2.0896
-622.38,,,1.9155,4.1124,10.7422,,12.6112,,34.9754,25.9693,13.9703,10.9592,0.0004,,2.0896
-621.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,24.9747,11.9629,9.9646,0.0004,,2.0896
-620.38,,,1.9155,4.1124,10.7277,,12.6112,,34.9754,24.9747,11.9629,9.9646,0.0004,,2.0896
-619.38,,,1.9155,4.1124,10.7350,,12.6112,,35.9881,24.9747,14.9649,10.9592,0.0004,,2.0896
-618.38,,,1.9155,4.1124,10.7458,,12.6112,,35.9881,24.9747,14.9649,10.9592,0.0004,,2.0896
-617.38,,,1.9155,4.1124,10.7313,,12.6112,,35.9881,25.9693,12.9756,8.9699,0.0004,,2.0896
-616.38,,,1.9155,4.1124,10.7277,,12.6112,,35.9881,25.9693,12.9756,8.9699,0.0004,,2.0896
-615.38,,,1.9155,4.1124,10.7422,,12.6112,,34.9754,25.9693,12.9756,9.9646,0.0004,,2.0896
-614.38,,,1.9155,4.1124,10.7422,,12.6112,,34.9754,25.9693,12.9756,9.9646,0.0004,,2.0896
-613.38,,,1.9155,4.1124,10.7422,,12.6112,,34.9754,25.9693,12.9756,9.9646,0.0004,,2.0896
-612.38,,,1.9155,4.1124,10.7422,,12.6112,,34.9754,25.9693,12.9756,9.9646,0.0004,,2.0896
-611.38,,,1.9155,4.1124,10.7458,,12.6112,,34.9754,25.9693,11.9629,9.9646,0.0004,,2.0896
-610.38,,,1.9155,4.1124,10.7241,,12.6112,,34.9754,25.9693,11.9629,9.9646,0.0004,,2.0896
-609.38,,,1.9155,4.1124,10.7494,,12.6112,,34.9754,25.9693,12.9756,8.9699,0.0004,,2.0896
-608.38,,,1.9155,4.1124,10.7350,,12.6112,,34.9754,25.9693,12.9756,8.9699,0.0004,,2.0896
-607.38,,,1.9155,4.1124,10.7241,,12.6112,,34.9754,24.9747,10.9682,8.9699,0.0004,,2.0896
-606.38,,,1.9155,4.1124,10.7241,,12.6112,,34.9754,24.9747,10.9682,8.9699,0.0004,,2.0896
-605.38,,,1.9155,4.1124,10.7169,,12.6112,,34.9754,25.9693,12.9756,9.9646,0.0004,,2.0896
-604.38,,,1.9155,4.1124,10.7350,,12.6112,,34.9754,25.9693,12.9756,9.9646,0.0004,,2.0896
-603.38,,,1.9155,4.1124,10.7422,,12.6112,,34.9754,25.9693,13.9703,9.9646,0.0004,,2.0896
-602.38,,,1.9155,4.1124,10.7422,,12.6112,,34.9754,25.9693,13.9703,9.9646,0.0004,,2.0896
-601.38,,,1.9155,4.1124,10.7277,,12.6112,,34.9754,24.9747,12.9756,9.9646,0.0004,,2.0896
-600.38,,,1.9155,4.1124,10.7277,,12.6112,,34.9754,24.9747,12.9756,9.9646,0.0004,,2.0896
-599.38,,,1.9155,4.1124,10.7277,,12.6112,,34.9754,25.9693,13.9703,10.9502,0.0004,,2.0896
-598.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,25.9693,13.9703,10.9502,0.0004,,2.0896
-597.38,,,1.9155,4.1124,10.7241,,12.6112,,35.9881,25.9693,11.9629,9.9646,0.0004,,2.0896
-596.38,,,1.9155,4.1124,10.7350,,12.6112,,35.9881,25.9693,11.9629,9.9646,0.0004,,2.0896
-595.38,,,1.9155,4.1124,10.7241,,12.6112,,33.9808,25.9693,11.9629,8.9699,-0.0001,,2.0896
-594.38,,,1.9155,4.1124,10.7350,,12.6112,,33.9808,25.9693,11.9629,8.9699,0.0004,,2.0896
-593.38,,,1.9155,4.1124,10.7241,,12.6112,,34.9754,25.9693,13.9703,8.9699,0.0004,,2.0896
-592.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,25.9693,13.9703,8.9699,0.0004,,2.0896
-591.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,24.9656,11.9629,8.9699,0.0004,,2.0896
-590.38,,,1.9155,4.1124,10.7241,,12.6112,,34.9754,24.9656,11.9629,8.9699,0.0004,,2.0896
-589.38,,,1.9155,4.1124,10.7350,,12.6112,,36.9828,25.9693,11.9629,8.9699,0.0004,,2.0896
-588.38,,,1.9155,4.1124,10.7313,,12.6112,,36.9828,25.9693,11.9629,8.9699,0.0004,,2.0896
-587.38,,,1.9155,4.1124,10.7350,,12.6112,,34.9754,25.9693,13.9703,9.9646,0.0004,,2.0896
-586.38,,,1.9155,4.1124,10.7350,,12.6112,,34.9754,25.9693,13.9703,9.9646,0.0004,,2.0896
-585.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,25.9693,13.9703,9.9646,0.0004,,2.0896
-584.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,25.9693,13.9703,9.9646,0.0004,,2.0896
-583.38,,,1.9155,4.1124,10.7277,,12.6112,,34.9754,25.9693,12.9756,9.9646,0.0004,,2.0896
-582.38,,,1.9155,4.1124,10.7277,,12.6112,,34.9754,25.9693,12.9756,9.9646,0.0004,,2.0896
-581.38,,,1.9155,4.1124,10.7313,,12.6112,,35.9881,24.9656,11.9629,8.9699,0.0004,,2.0896
-580.38,,,1.9155,4.1124,10.7313,,12.6112,,35.9881,24.9656,11.9629,8.9699,-0.0005,,2.0896
-579.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,24.9656,11.9629,9.9646,-0.0006,,2.0896
-578.38,,,1.9155,4.1124,10.7277,,12.6112,,34.9754,24.9656,11.9629,9.9646,0.0004,,2.0896
-577.38,,,1.9155,4.1124,10.7313,,12.6112,,36.9828,25.9693,11.9629,8.9699,0.0004,,2.0896
-576.38,,,1.9155,4.1124,10.7313,,12.6112,,36.9828,25.9693,11.9629,8.9699,0.0004,,2.0896
-575.38,,,1.9155,4.1124,10.7277,,12.6112,,35.9881,25.9693,12.9756,10.9592,0.0004,,2.0896
-574.38,,,1.9155,4.1124,10.7277,,12.6112,,35.9881,25.9693,12.9756,10.9592,0.0004,,2.0896
-573.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,26.9730,12.9756,9.9646,0.0004,,2.0896
-572.38,,,1.9155,4.1124,10.7277,,12.6112,,34.9754,26.9730,12.9756,9.9646,0.0004,,2.0896
-571.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,26.9730,13.9703,9.9646,0.0004,,2.0896
-570.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,26.9730,13.9703,9.9646,-0.0006,,2.0896
-569.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,25.9693,13.9703,10.9592,-0.0006,,2.0896
-568.38,,,1.9155,4.1124,10.7277,,12.6112,,34.9754,25.9693,13.9703,10.9592,-0.0004,,2.0896
-567.38,,,1.9155,4.1124,10.7169,,12.6112,,34.9754,25.9693,13.9703,10.9592,0.0004,,2.0896
-566.38,,,1.9155,4.1124,10.7277,,12.6112,,34.9754,25.9693,13.9703,10.9592,0.0004,,2.0896
-565.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,25.9693,13.9703,10.9592,0.0004,,2.0896
-564.38,,,1.9155,4.1124,10.7422,,12.6112,,34.9754,25.9693,13.9703,10.9592,0.0004,,2.0896
-563.38,,,1.9155,4.1124,10.7313,,12.6112,,35.9881,25.9693,12.9756,9.9646,-0.0006,,2.0896
-562.38,,,1.9155,4.1124,10.7169,,12.6112,,35.9881,25.9693,12.9756,9.9646,-0.0006,,2.0896
-561.38,,,1.9155,4.1124,10.7277,,12.6112,,34.9754,25.9693,11.9629,8.9699,0.0004,,2.0896
-560.38,,,1.9155,4.1124,10.7277,,12.6112,,34.9754,25.9693,11.9629,8.9699,0.0004,,2.0896
-559.38,,,1.9155,4.1124,10.7422,,12.6112,,35.9881,25.9693,12.9756,8.9699,-0.0006,,2.0896
-558.38,,,1.9155,4.1124,10.7241,,12.6112,,35.9881,25.9693,12.9756,8.9699,-0.0006,,2.0896
-557.38,,,1.9155,4.1124,10.7350,,12.6112,,35.9881,25.9693,12.9756,8.9699,0.0004,,2.0896
-556.38,,,1.9155,4.1124,10.7350,,12.6112,,35.9881,25.9693,12.9756,8.9699,0.0004,,2.0896
-555.38,,,1.9155,4.1124,10.7350,,12.6112,,35.9881,25.9693,12.9756,8.9699,0.0004,,2.0896
-554.38,,,1.9155,4.1124,10.7313,,12.6112,,35.9881,25.9693,12.9756,8.9699,0.0004,,2.0896
-553.38,,,1.9155,4.1124,10.7313,,12.6112,,36.9828,26.9640,13.9703,10.9592,0.0004,,2.0896
-552.38,,,1.9155,4.1124,10.7422,,12.6112,,36.9828,26.9640,13.9703,10.9592,0.0004,,2.0896
-551.38,,,1.9155,4.1124,10.7422,,12.6112,,34.9754,25.9693,12.9756,9.9646,0.0004,,2.0896
-550.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,25.9693,12.9756,9.9646,0.0004,,2.0896
-549.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,25.9693,13.9703,8.9699,-0.0006,,2.0896
-548.38,,,1.9155,4.1124,10.7350,,12.6112,,34.9754,25.9693,13.9703,8.9699,-0.0006,,2.0896
-547.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,25.9693,12.9756,8.9699,0.0004,,2.0896
-546.38,,,1.9155,4.1124,10.7277,,12.6112,,34.9754,25.9693,12.9756,8.9699,-0.0006,,2.0896
-545.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,25.9693,11.9629,8.9699,0.0004,,2.0896
-544.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,25.9693,11.9629,8.9699,0.0004,,2.0896
-543.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,24.9747,14.9649,10.9592,0.0004,,2.0896
-542.38,,,1.9155,4.1124,10.7313,,12.6112,,34.9754,24.9747,14.9649,10.9592,0.0004,,2.0896
-541.38,,,1.9155,4.1124,10.7313,,12.6112,,35.9881,24.9747,12.9756,8.9699,0.0004,,2.0896
-540.38,,,1.9155,4.1124,10.7422,,12.6112,,35.9881,24.9747,12.9756,8.9699,0.0004,,2.0896
-539.38,,,1.9155,4.1135,10.7313,,12.6112,,34.9754,24.9747,13.9703,10.9592,0.0004,,2.0901
-538.38,,,1.9155,4.1135,10.7350,,12.6112,,34.9754,24.9747,13.9703,10.9592,-0.0006,,2.0902
-537.38,,,1.9155,4.1135,10.7458,,12.6112,,36.9828,24.9747,13.9703,10.9592,0.0004,,2.0902
