Система автоматизации,AS
Абонент,ГПА-23
Ретросистема,Архив останова
Дата,05.10.24
Время,03:54:57
Длительность архива (сек),3600.00
Время предыстории (сек),1200.00
Шаг дискретизации (сек),1.00

Время,"Частота вращения ротора ГГ (1), об/мин","Частота вращения ротора СТ (1), об/мин","Давление газа на входе Км, Р Гвх.Км, МПа","Давление газа на выходе Км, Рг.вых.Км, МПа","Перепад давления  на конфузоре,  DРКонф, кПа","Положение крана  № 6р (АПРК), %","Температура газа на входе Км, ТГ.вх.Км, °С","Температура газа на выходе Км, ТГ.вых.Км, °С","Виброперемещение ротора Км в передней опоре, гор. сост. (размах), мкм","Виброперемещение ротора Км в передней опоре, верт. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре гор. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре верт. сост. (размах), мкм","Осевой сдвиг ротора К, мм","Помпажный запас, %","Расчетная степень сжатия Км,"
-536.38,,,1.9155,4.1135,10.7350,,12.6112,,36.9828,24.9747,13.9703,10.9592,0.0004,,2.0902
-535.38,,,1.9155,4.1135,10.7350,,12.6112,,35.9881,26.9730,14.9649,9.9646,0.0004,,2.0902
-534.38,,,1.9155,4.1135,10.7350,,12.6112,,35.9881,26.9730,14.9649,9.9646,-0.0006,,2.0902
-533.38,,,1.9155,4.1135,10.7458,,12.6112,,34.9935,25.9693,15.9686,10.9411,0.0004,,2.0902
-532.38,,,1.9155,4.1135,10.7350,,12.6112,,34.9935,25.9693,15.9686,10.9411,0.0004,,2.0902
-531.38,,,1.9155,4.1135,10.7241,,12.6112,,36.9828,26.9730,14.9649,10.9411,0.0004,,2.0902
-530.38,,,1.9155,4.1135,10.7313,,12.6112,,36.9828,26.9730,14.9649,10.9411,0.0004,,2.0902
-529.38,,,1.9155,4.1135,10.7422,,12.6112,,35.9881,25.9693,13.9793,10.9411,0.0004,,2.0902
-528.38,,,1.9155,4.1135,10.7313,,12.6112,,35.9881,25.9693,13.9793,10.9411,0.0004,,2.0902
-527.38,,,1.9155,4.1135,10.7422,,12.6112,,35.9881,26.9730,12.9756,9.9646,-0.0006,,2.0902
-526.38,,,1.9155,4.1135,10.7422,,12.6112,,35.9881,26.9730,12.9756,9.9646,-0.0006,,2.0902
-525.38,,,1.9155,4.1135,10.7350,,12.6112,,36.9828,26.9730,11.9629,9.9646,-0.0004,,2.0902
-524.38,,,1.9155,4.1135,10.7350,,12.6112,,36.9828,26.9730,11.9629,9.9646,-0.0006,,2.0902
-523.38,,,1.9155,4.1135,10.7277,,12.6112,,36.9828,24.9747,11.9629,8.9699,-0.0006,,2.0902
-522.38,,,1.9155,4.1135,10.7169,,12.6112,,36.9828,24.9747,11.9629,8.9699,0.0004,,2.0902
-521.38,,,1.9155,4.1135,10.7277,,12.6112,,36.9828,25.9693,12.9756,8.9699,0.0004,,2.0902
-520.38,,,1.9155,4.1135,10.7277,,12.6112,,36.9828,25.9693,12.9756,8.9699,0.0004,,2.0902
-519.38,,,1.9155,4.1135,10.7422,,12.6112,,36.9828,25.9693,14.9649,9.9646,0.0004,,2.0902
-518.38,,,1.9155,4.1135,10.7313,,12.6112,,36.9828,25.9693,14.9649,9.9646,0.0004,,2.0902
-517.38,,,1.9155,4.1135,10.7277,,12.6112,,35.9881,25.9693,12.9756,10.9592,-0.0006,,2.0902
-516.38,,,1.9155,4.1135,10.7277,,12.6112,,35.9881,25.9693,12.9756,10.9592,0.0005,,2.0902
-515.38,,,1.9155,4.1135,10.7422,,12.6112,,35.9881,24.9656,12.9756,8.9699,0.0005,,2.0902
-514.38,,,1.9155,4.1135,10.7277,,12.6112,,35.9881,24.9656,12.9756,8.9699,-0.0006,,2.0902
-513.38,,,1.9155,4.1135,10.7313,,12.6112,,36.9828,25.9693,12.9756,8.9699,-0.0006,,2.0902
-512.38,,,1.9155,4.1135,10.7422,,12.6112,,36.9828,25.9693,12.9756,8.9699,-0.0006,,2.0902
-511.38,,,1.9155,4.1135,10.7422,,12.6112,,35.9881,24.9747,11.9629,9.9646,0.0004,,2.0902
-510.38,,,1.9155,4.1135,10.7313,,12.6112,,35.9881,24.9747,11.9629,9.9646,0.0004,,2.0902
-509.38,,,1.9155,4.1135,10.7422,,12.6112,,35.9881,25.9693,12.9756,9.9646,0.0004,,2.0902
-508.38,,,1.9155,4.1135,10.7422,,12.6112,,35.9881,25.9693,12.9756,9.9646,0.0004,,2.0902
-507.38,,,1.9155,4.1135,10.7241,,12.6112,,35.9881,24.9747,14.9649,9.9646,0.0004,,2.0902
-506.38,,,1.9155,4.1135,10.7422,,12.6112,,35.9881,24.9747,14.9649,9.9646,0.0004,,2.0902
-505.38,,,1.9155,4.1135,10.7277,,12.6112,,35.9881,26.9730,15.9686,11.9629,-0.0005,,2.0902
-504.38,,,1.9155,4.1135,10.7350,,12.6112,,35.9881,26.9730,15.9686,11.9629,-0.0005,,2.0902
-503.38,,,1.9155,4.1135,10.7241,,12.6112,,35.9881,25.9693,12.9756,10.9592,-0.0005,,2.0902
-502.38,,,,4.1135,10.7241,,12.6112,,35.9881,25.9693,12.9756,10.9592,-0.0006,,2.0902
-501.38,,,,4.1135,10.7313,,12.6112,,35.9881,25.9693,13.9703,10.9592,-0.0006,,2.0902
-500.38,,,,4.1135,10.7422,,12.6112,,35.9881,25.9693,13.9703,10.9592,-0.0004,,2.0902
-499.38,,,,4.1135,10.7350,,12.6112,,36.9828,25.9693,13.9703,9.9646,0.0004,,2.0902
-498.38,,,,4.1135,10.7277,,12.6112,,36.9828,25.9693,13.9703,9.9646,0.0004,,2.0902
-497.38,,,,4.1135,10.7422,,12.6112,,36.9828,26.9730,12.9756,8.9699,0.0004,,2.0902
-496.38,,,,4.1135,10.7350,,12.6112,,36.9828,26.9730,12.9756,8.9699,0.0004,,2.0902
-495.38,,,,4.1135,10.7350,,12.6112,,36.9828,26.9730,13.9703,9.9646,0.0004,,2.0902
-494.38,,,,4.1135,10.7350,,12.6112,,36.9828,26.9730,13.9703,9.9646,0.0004,,2.0902
-493.38,,,,4.1135,10.7350,,12.6112,,36.9828,25.9693,13.9703,8.9699,0.0004,,2.0902
-492.38,,,,4.1135,10.7350,,12.6112,,36.9828,25.9693,13.9703,8.9699,0.0004,,2.0902
-491.38,,,,4.1135,10.7350,,12.6112,,36.9828,26.9730,13.9703,10.9592,0.0004,,2.0902
-490.38,,,,4.1135,10.7241,,12.6112,,36.9828,26.9730,13.9703,10.9592,-0.0006,,2.0902
-489.38,,,,4.1135,10.7350,,12.6112,,35.9881,26.9730,14.9649,10.9592,-0.0006,,2.0902
-488.38,,,,4.1135,10.7422,,12.6112,,35.9881,26.9730,14.9649,10.9592,-0.0006,,2.0902
-487.38,,,,4.1135,10.7422,,12.6112,,35.9881,26.9730,13.9703,9.9646,0.0004,,2.0902
-486.38,,,,4.1135,10.7313,,12.6112,,35.9881,26.9730,13.9703,9.9646,-0.0002,,2.0902
-485.38,,,,4.1135,10.7313,,12.6112,,36.9828,25.9693,12.9756,10.9592,0.0004,,2.0902
-484.38,,,,4.1135,10.7313,,12.6112,,36.9828,25.9693,12.9756,10.9592,0.0004,,2.0902
-483.38,,,,4.1135,10.7169,,12.6112,,36.9828,25.9693,12.9756,8.9699,0.0004,,2.0902
-482.38,,,,4.1135,10.7277,,12.6112,,36.9828,25.9693,12.9756,8.9699,-0.0006,,2.0902
-481.38,,,,4.1135,10.7169,,12.6112,,36.9828,25.9693,13.9703,10.9592,0.0004,,2.0902
-480.38,,,,4.1135,10.7277,,12.6112,,36.9828,25.9693,13.9703,10.9592,-0.0006,,2.0902
-479.38,,,,4.1135,10.7277,,12.6112,,36.9828,26.9730,12.9756,10.9592,-0.0006,,2.0902
-478.38,,,,4.1135,10.7313,,12.6112,,36.9828,26.9730,12.9756,10.9592,-0.0006,,2.0902
-477.38,,,,4.1135,10.7169,,12.6112,,36.9828,25.9693,12.9756,9.9646,0.0004,,2.0902
-476.38,,,,4.1135,10.7169,,12.6112,,36.9828,25.9693,12.9756,9.9646,0.0004,,2.0902
-475.38,,,,4.1135,10.7277,,12.6112,,36.9828,26.9730,14.9649,10.9592,0.0004,,2.0902
-474.38,,,,4.1135,10.7169,,12.6112,,36.9828,26.9730,14.9649,10.9592,-0.0001,,2.0902
-473.38,,,,4.1135,10.7313,,12.6112,,36.9828,26.9730,12.9756,8.9699,0.0004,,2.0902
-472.38,,,,4.1135,10.7422,,12.6112,,36.9828,26.9730,12.9756,8.9699,-0.0006,,2.0902
-471.38,,,,4.1135,10.7422,,12.6112,,35.9881,26.9730,12.9756,10.9592,-0.0006,,2.0902
-470.38,,,,4.1135,10.7458,,12.6112,,35.9881,26.9730,12.9756,10.9592,-0.0006,,2.0902
-469.38,,,,4.1135,10.7458,,12.6112,,36.9828,25.9693,11.9629,9.9646,0.0005,,2.0902
-468.38,,,,4.1135,10.7350,,12.6112,,36.9828,25.9693,11.9629,9.9646,0.0005,,2.0902
-467.38,,,,4.1135,10.7350,,12.6112,,36.9828,25.9693,11.9629,8.9699,0.0005,,2.0902
-466.38,,,,4.1135,10.7530,,12.6112,,36.9828,25.9693,11.9629,8.9699,0.0005,,2.0902
-465.38,,,,4.1135,10.7350,,12.6112,,36.9828,25.9693,12.9756,10.9592,0.0005,,2.0902
-464.38,,,,4.1135,10.7350,,12.6112,,36.9828,25.9693,12.9756,10.9592,-0.0006,,2.0902
-463.38,,,,4.1135,10.7277,,12.6112,,36.9828,26.9730,13.9703,10.9592,-0.0006,,2.0902
-462.38,,,,4.1135,10.7277,,12.6112,,36.9828,26.9730,13.9703,10.9592,-0.0006,,2.0902
-461.38,,,,4.1135,10.7277,,12.6112,,36.9828,26.9730,13.9703,9.9646,-0.0006,,2.0902
-460.38,,,,4.1135,10.7422,,12.6112,,36.9828,26.9730,13.9703,9.9646,0.0004,,2.0902
-459.38,,,,4.1135,10.7277,,12.6112,,36.9828,26.9730,12.9756,10.9592,0.0004,,2.0902
-458.38,,,,4.1135,10.7313,,12.6112,,36.9828,26.9730,12.9756,10.9592,0.0005,,2.0902
-457.38,,,,4.1135,10.7313,,12.6112,,36.9828,25.9693,12.9756,10.9592,-0.0006,,2.0902
-456.38,,,,4.1135,10.7422,,12.6112,,36.9828,25.9693,12.9756,10.9592,0.0004,,2.0902
-455.38,,,,4.1135,10.7313,,12.6112,,35.9881,25.9693,15.9686,10.9592,0.0004,,2.0902
-454.38,,,,4.1135,10.7458,,12.6112,,35.9881,25.9693,15.9686,10.9592,-0.0006,,2.0902
-453.38,,,,4.1135,10.7422,,12.6112,,36.9828,26.9730,15.9686,9.9646,0.0004,,2.0902
-452.38,,,,4.1135,10.7313,,12.6112,,36.9828,26.9730,15.9686,9.9646,0.0004,,2.0902
-451.38,,,,4.1135,10.7422,,12.6112,,36.9828,26.9730,13.9703,9.9646,0.0004,,2.0902
-450.38,,,,4.1135,10.7422,,12.6112,,36.9828,26.9730,13.9703,9.9646,0.0004,,2.0902
-449.38,,,,4.1135,10.7422,,12.6112,,36.9828,26.9730,11.9629,8.9699,0.0004,,2.0902
-448.38,,,,4.1135,10.7422,,12.6112,,36.9828,26.9730,11.9629,8.9699,-0.0006,,2.0902
-447.38,,,,4.1135,10.7422,,12.6112,,36.9828,26.9730,13.9703,10.9592,0.0004,,2.0902
-446.38,,,,4.1135,10.7313,,12.6112,,36.9828,26.9730,13.9703,10.9592,0.0004,,2.0902
-445.38,,,,4.1135,10.7277,,12.6112,,36.9828,25.9693,13.9703,9.9646,0.0004,,2.0902
-444.38,,,,4.1135,10.7422,,12.6112,,36.9828,25.9693,13.9703,9.9646,0.0004,,2.0902
-443.38,,,,4.1135,10.7422,,12.6112,,36.9828,26.9730,13.9703,10.9592,0.0004,,2.0902
-442.38,,,,4.1135,10.7277,,12.6112,,36.9828,26.9730,13.9703,10.9592,0.0004,,2.0902
-441.38,,,,4.1135,10.7277,,12.6112,,36.9828,26.9730,13.9703,10.9592,-0.0006,,2.0902
-440.38,,,,4.1135,10.7313,,12.6112,,36.9828,26.9730,13.9703,10.9592,-0.0005,,2.0902
-439.38,,,,4.1135,10.7313,,12.6112,,37.9865,26.9730,13.9703,10.9592,-0.0006,,2.0902
-438.38,,,,4.1135,10.7458,,12.6112,,37.9865,26.9730,13.9703,10.9592,-0.0006,,2.0902
-437.38,,,,4.1135,10.7350,,12.6112,,36.9828,26.9730,15.9686,10.9592,-0.0006,,2.0902
-436.38,,,,4.1135,10.7422,,12.6112,,36.9828,26.9730,15.9686,10.9592,0.0004,,2.0902
-435.38,,,,4.1135,10.7422,,12.6112,,37.9865,27.9677,15.9686,10.9592,0.0004,,2.0902
-434.38,,,,4.1135,10.7494,,12.6112,,37.9865,27.9677,15.9686,10.9592,0.0004,,2.0902
-433.38,,,,4.1135,10.7241,,12.6112,,37.9865,25.9693,12.9756,10.9592,0.0004,,2.0902
-432.38,,,,4.1135,10.7241,,12.6112,,37.9865,25.9693,12.9756,10.9592,0.0004,,2.0902
-431.38,,,,4.1135,10.7350,,12.6112,,36.9828,25.9693,12.9756,9.9646,0.0004,,2.0902
-430.38,,,,4.1135,10.7313,,12.6112,,36.9828,25.9693,12.9756,9.9646,0.0004,,2.0902
-429.38,,,,4.1135,10.7350,,12.6112,,38.9811,26.9730,14.9649,10.9592,-0.0006,,2.0902
-428.38,,,,4.1135,10.7458,,12.6112,,38.9811,26.9730,14.9649,10.9592,-0.0006,,2.0902
-427.38,,,,4.1135,10.7350,,12.6112,,37.9865,26.9730,13.9703,10.9592,0.0004,,2.0902
-426.38,,,,4.1135,10.7350,,12.6112,,37.9865,26.9730,13.9703,10.9592,0.0004,,2.0902
-425.38,,,,4.1135,10.7241,,12.6112,,37.9865,26.9730,12.9756,9.9646,0.0004,,2.0887
-424.38,,,,4.1135,10.7350,,12.6112,,37.9865,26.9730,12.9756,9.9646,0.0004,,2.0887
-423.38,,,,4.1135,10.7241,,12.6112,,36.9828,26.9730,14.9649,10.9592,0.0004,,2.0887
-422.38,,,,4.1135,10.7350,,12.6112,,36.9828,26.9730,14.9649,10.9592,0.0004,,2.0887
-421.38,,,,4.1135,10.7350,,12.6112,,37.9865,26.9730,11.9629,10.9592,-0.0006,,2.0887
-420.38,,,,4.1135,10.7277,,12.6112,,37.9865,26.9730,11.9629,10.9592,0.0004,,2.0887
-419.38,,,,4.1135,10.7422,,12.6112,,36.9828,26.9730,13.9703,8.9699,0.0004,,2.0887
-418.38,,,,4.1135,10.7350,,12.6112,,36.9828,26.9730,13.9703,8.9699,-0.0006,,2.0887
-417.38,,,,4.1135,10.7422,,12.6112,,37.9865,26.9730,12.9756,9.9646,0.0002,,2.0887
-416.38,,,,4.1135,10.7313,,12.6112,,37.9865,26.9730,12.9756,9.9646,-0.0006,,2.0887
-415.38,,,,4.1135,10.7313,,12.6112,,37.9865,26.9730,13.9703,9.9646,-0.0006,,2.0887
-414.38,,,,4.1135,10.7350,,12.6112,,37.9865,26.9730,13.9703,9.9646,0.0004,,2.0887
-413.38,,,,4.1135,10.7350,,12.6112,,37.9865,27.9677,14.9649,10.9592,-0.0006,,2.0887
-412.38,,,,4.1135,10.7458,,12.6112,,37.9865,27.9677,14.9649,10.9592,-0.0006,,2.0887
-411.38,,,,4.1135,10.7350,,12.6112,,36.9828,26.9730,12.9756,9.9646,0.0004,,2.0887
-410.38,,,,4.1135,10.7313,,12.6112,,36.9828,26.9730,12.9756,9.9646,-0.0006,,2.0887
-409.38,,,,4.1135,10.7422,,12.6112,,37.9865,26.9730,13.9703,10.9592,-0.0006,,2.0887
-408.38,,,,4.1135,10.7422,,12.6112,,37.9865,26.9730,13.9703,10.9592,0.0004,,2.0887
-407.38,,,,4.1135,10.7350,,12.6112,,37.9865,26.9730,14.9649,10.9592,-0.0006,,2.0887
-406.38,,,,4.1135,10.7458,,12.6112,,37.9865,26.9730,14.9649,10.9592,-0.0006,,2.0887
-405.38,,,,4.1135,10.7350,,12.6112,,37.9865,26.9730,13.9703,9.9646,-0.0006,,2.0887
-404.38,,,,4.1135,10.7422,,12.6112,,37.9865,26.9730,13.9703,9.9646,-0.0006,,2.0887
-403.38,,,,4.1135,10.7458,,12.6112,,38.9811,26.9730,13.9703,10.9592,-0.0006,,2.0887
-402.38,,,,4.1135,10.7313,,12.6112,,38.9811,26.9730,13.9703,10.9592,-0.0006,,2.0887
-401.38,,,,4.1135,10.7422,,12.6112,,37.9865,26.9730,13.9703,9.9646,-0.0006,,2.0887
-400.38,,,,4.1135,10.7313,,12.6112,,37.9865,26.9730,13.9703,9.9646,0.0004,,2.0887
-399.38,,,,4.1135,10.7313,,12.6112,,37.9865,26.9730,15.9686,11.9629,0.0004,,2.0887
-398.38,,,,4.1135,10.7277,,12.6112,,37.9865,26.9730,15.9686,11.9629,-0.0006,,2.0887
-397.38,,,,4.1135,10.7350,,12.6112,,37.9865,26.9730,13.9703,9.9646,-0.0006,,2.0887
-396.38,,,,4.1135,10.7350,,12.6112,,37.9865,26.9730,13.9703,9.9646,0.0004,,2.0887
-395.38,,,,4.1135,10.7422,,12.6112,,37.9865,26.9730,13.9703,9.9646,-0.0006,,2.0887
-394.38,,,,4.1135,10.7458,,12.6112,,37.9865,26.9730,13.9703,9.9646,-0.0006,,2.0887
-393.38,,,,4.1135,10.7350,,12.6112,,38.9811,26.9730,12.9756,8.9699,-0.0006,,2.0887
-392.38,,,,4.1135,10.7422,,12.6112,,38.9811,26.9730,12.9756,8.9699,-0.0006,,2.0887
-391.38,,,,4.1135,10.7277,,12.6112,,37.9865,26.9730,12.9756,9.9646,-0.0006,,2.0887
-390.38,,,,4.1135,10.7277,,12.6112,,37.9865,26.9730,12.9756,9.9646,0.0004,,2.0887
-389.38,,,,4.1135,10.7422,,12.6112,,37.9865,26.9730,13.9703,8.9699,0.0004,,2.0887
-388.38,,,,4.1135,10.7313,,12.6112,,37.9865,26.9730,13.9703,8.9699,0.0004,,2.0887
-387.38,,,,4.1135,10.7313,,12.6112,,38.9811,26.9730,12.9756,8.9699,-0.0006,,2.0887
-386.38,,,,4.1135,10.7313,,12.6112,,38.9811,26.9730,12.9756,8.9699,-0.0006,,2.0887
-385.38,,,,4.1135,10.7422,,12.6112,,37.9865,26.9730,11.9629,9.9646,0.0004,,2.0887
-384.38,,,,4.1135,10.7422,,12.6112,,37.9865,26.9730,11.9629,9.9646,-0.0006,,2.0887
-383.38,,,,4.1135,10.7313,,12.6112,,37.9865,26.9730,12.9756,9.9646,-0.0006,,2.0887
-382.38,,,,4.1135,10.7458,,12.6112,,37.9865,26.9730,12.9756,9.9646,-0.0006,,2.0887
-381.38,,,,4.1135,10.7458,,12.6112,,36.9828,26.9730,11.9629,8.9699,-0.0001,,2.0887
-380.38,,,,4.1135,10.7313,,12.6112,,36.9828,26.9730,11.9629,8.9699,-0.0006,,2.0887
-379.38,,,,4.1135,10.7530,,12.6112,,38.9811,26.9730,13.9703,9.9646,-0.0006,,2.0887
-378.38,,,,4.1135,10.7313,,12.6112,,38.9811,26.9730,13.9703,9.9646,-0.0006,,2.0887
-377.38,,,,4.1135,10.7313,,12.6112,,37.9865,26.9730,13.9703,9.9646,-0.0006,,2.0887
-376.38,,,,4.1135,10.7458,,12.6112,,37.9865,26.9730,13.9703,9.9646,-0.0006,,2.0887
-375.38,,,,4.1135,10.7350,,12.6112,,38.9811,26.9730,14.9649,10.9592,-0.0006,,2.0898
-374.38,,,,4.1135,10.7350,,12.6112,,38.9811,26.9730,14.9649,10.9592,-0.0006,,2.0898
-373.38,,,,4.1135,10.7350,,12.6112,,37.9865,26.9730,13.9703,9.9646,-0.0006,,2.0898
-372.38,,,,4.1135,10.7458,,12.6112,,37.9865,26.9730,13.9703,9.9646,-0.0006,,2.0898
-371.38,,,,4.1135,10.7458,,12.6112,,38.9811,26.9730,14.9649,10.9592,-0.0006,,2.0898
-370.38,,,,4.1135,10.7458,,12.6112,,38.9811,26.9730,14.9649,10.9592,-0.0006,,2.0898
-369.38,,,,4.1135,10.7422,,12.6112,,38.9811,27.9677,15.9686,10.9592,-0.0006,,2.0898
-368.38,,,,4.1135,10.7639,,12.6112,,38.9811,27.9677,15.9686,10.9592,-0.0006,,2.0898
-367.38,,,,4.1135,10.7458,,12.6112,,38.9811,26.9730,14.9649,9.9646,-0.0006,,2.0898
-366.38,,,,4.1135,10.7422,,12.6112,,38.9811,26.9730,14.9649,9.9646,-0.0006,,2.0898
-365.38,,,,4.1135,10.7530,,12.6112,,37.9865,26.9730,11.9629,10.9592,-0.0006,,2.0898
-364.38,,,,4.1135,10.7422,,12.6112,,37.9865,26.9730,11.9629,10.9592,-0.0006,,2.0898
-363.38,,,,4.1135,10.7313,,12.6112,,38.9811,26.9730,13.9703,10.9592,-0.0006,,2.0898
-362.38,,,,4.1135,10.7422,,12.6112,,38.9811,26.9730,13.9703,10.9592,-0.0006,,2.0898
-361.38,,,,4.1135,10.7422,,12.6112,,38.9811,26.9730,12.9756,10.9592,0.0002,,2.0898
-360.38,,,,4.1135,10.7422,,12.6112,,38.9811,26.9730,12.9756,10.9592,-0.0006,,2.0898
-359.38,,,,4.1135,10.7530,,12.6112,,38.9811,26.9730,11.9629,9.9646,-0.0006,,2.0898
-358.38,,,,4.1135,10.7350,,12.6112,,38.9811,26.9730,11.9629,9.9646,-0.0006,,2.0898
-357.38,,,,4.1135,10.7350,,12.6112,,38.9811,26.9730,12.9756,9.9646,-0.0006,,2.0898
-356.38,,,,4.1135,10.7241,,12.6112,,38.9811,26.9730,12.9756,9.9646,-0.0006,,2.0898
-355.38,,,,4.1135,10.7350,,12.6112,,38.9811,26.9730,12.9756,10.9592,-0.0006,,2.0898
-354.38,,,,4.1135,10.7350,,12.6112,,38.9811,26.9730,12.9756,10.9592,-0.0006,,2.0898
-353.38,,,,4.1135,10.7350,,12.6112,,38.9811,26.9730,13.9703,9.9646,0.0004,,2.0898
-352.38,,,,4.1135,10.7313,,12.6112,,38.9811,26.9730,13.9703,9.9646,-0.0006,,2.0898
-351.38,,,,4.1135,10.7277,,12.6112,,38.9811,26.9730,12.9756,8.9699,-0.0006,,2.0898
-350.38,,,,4.1135,10.7422,,12.6112,,38.9811,26.9730,12.9756,8.9699,-0.0006,,2.0898
-349.38,,,,4.1135,10.7313,,12.6112,,37.9865,27.9677,14.9649,10.9592,-0.0006,,2.0898
-348.38,,,,4.1135,10.7313,,12.6112,,37.9865,27.9677,14.9649,10.9592,-0.0006,,2.0898
-347.38,,,,4.1135,10.7277,,12.6112,,37.9865,26.9730,12.9756,10.9592,-0.0006,,2.0898
-346.38,,,,4.1135,10.7313,,12.6112,,37.9865,26.9730,12.9756,10.9592,-0.0006,,2.0898
-345.38,,,,4.1135,10.7313,,12.6112,,38.9811,26.9730,11.9629,9.9646,-0.0006,,2.0898
-344.38,,,,4.1135,10.7277,,12.6112,,38.9811,26.9730,11.9629,9.9646,-0.0006,,2.0898
-343.38,,,,4.1135,10.7313,,12.6112,,38.9811,26.9730,12.9756,9.9646,-0.0006,,2.0898
-342.38,,,,4.1135,10.7313,,12.6112,,38.9811,26.9730,12.9756,9.9646,-0.0006,,2.0898
-341.38,,,,4.1135,10.7277,,12.6112,,38.9811,26.9730,13.9703,9.9646,-0.0006,,2.0898
-340.38,,,,4.1135,10.7458,,12.6112,,38.9811,26.9730,13.9703,9.9646,-0.0001,,2.0898
-339.38,,,,4.1135,10.7313,,12.6112,,37.9865,27.9677,14.9649,10.9592,-0.0006,,2.0898
-338.38,,,,4.1135,10.7313,,12.6112,,37.9865,27.9677,14.9649,10.9592,-0.0006,,2.0898
-337.38,,,,4.1135,10.7313,,12.6112,,38.9811,26.9730,13.9703,10.9592,0.0004,,2.0898
-336.38,,,,4.1135,10.7313,,12.6112,,38.9811,26.9730,13.9703,10.9592,-0.0006,,2.0898
-335.38,,,,4.1135,10.7313,,12.6112,,38.9811,27.9677,12.9756,9.9646,-0.0006,,2.0898
-334.38,,,,4.1135,10.7458,,12.6112,,38.9811,27.9677,12.9756,9.9646,-0.0006,,2.0898
-333.38,,,,4.1135,10.7277,,12.6112,,38.9811,26.9730,13.9703,9.9646,-0.0006,,2.0898
-332.38,,,,4.1135,10.7422,,12.6112,,38.9811,26.9730,13.9703,9.9646,-0.0006,,2.0898
-331.38,,,,4.1135,10.7313,,12.6112,,38.9811,27.9677,13.9703,10.9592,-0.0006,,2.0898
-330.38,,,,4.1135,10.7350,,12.6112,,38.9811,27.9677,13.9703,10.9592,-0.0006,,2.0898
-329.38,,,,4.1135,10.7350,,12.6112,,38.9811,26.9730,13.9703,10.9592,-0.0006,,2.0898
-328.38,,,,4.1135,10.7422,,12.6112,,38.9811,26.9730,13.9703,10.9592,-0.0006,,2.0898
-327.38,,,,4.1135,10.7313,,12.6112,,38.9811,26.9730,14.9649,10.9592,-0.0006,,2.0898
-326.38,,,,4.1135,10.7277,,12.6112,,38.9811,26.9730,14.9649,10.9592,-0.0006,,2.0898
-325.38,,,,4.1135,10.7241,,12.6112,,38.9811,27.9677,11.9629,10.9592,-0.0006,,2.0898
-324.38,,,,4.1135,10.7350,,12.6112,,38.9811,27.9677,11.9629,10.9592,-0.0006,,2.0898
-323.38,,,,4.1135,10.7458,,12.6112,,38.9811,26.9730,12.9756,10.9592,-0.0006,,2.0898
-322.38,,,,4.1135,10.7422,,12.6112,,38.9811,26.9730,12.9756,10.9592,-0.0006,,2.0898
-321.38,,,,4.1135,10.7422,,12.6112,,38.9811,26.9730,12.9756,9.9736,-0.0006,,2.0898
-320.38,,,,4.1135,10.7422,,12.6112,,38.9811,26.9730,12.9756,9.9736,-0.0006,,2.0898
-319.38,,,,4.1135,10.7422,,12.6112,,38.9811,27.9677,12.9756,9.9736,-0.0006,,2.0898
-318.38,,,,4.1135,10.7313,,12.6112,,38.9811,27.9677,12.9756,9.9736,-0.0006,,2.0898
-317.38,,,,4.1135,10.7313,,12.6112,,38.9811,27.9677,13.9703,10.9592,-0.0006,,2.0898
-316.38,,,,4.1135,10.7350,,12.6112,,38.9811,27.9677,13.9703,10.9592,-0.0006,,2.0898
-315.38,,,,4.1135,10.7350,,12.6112,,38.9811,26.9730,12.9756,10.9592,-0.0006,,2.0898
-314.38,,,,4.1135,10.7350,,12.6112,,38.9811,26.9730,12.9756,10.9592,0.0004,,2.0898
-313.38,,,,4.1135,10.7277,,12.6112,,39.9848,27.9677,16.9723,12.9756,0.0004,,2.0898
-312.38,,,,4.1135,10.7422,,12.6112,,39.9848,27.9677,16.9723,12.9756,-0.0006,,2.0898
-311.38,,,,4.1135,10.7313,,12.6112,,38.9811,27.9677,14.9649,11.9629,-0.0006,,2.0898
-310.38,,,,4.1135,10.7350,,12.6112,,38.9811,27.9677,14.9649,11.9629,-0.0006,,2.0898
-309.38,,,,4.1135,10.7350,,12.6112,,38.9811,26.9730,12.9756,9.9646,-0.0006,,2.0898
-308.38,,,,4.1135,10.7422,,12.6112,,38.9811,26.9730,12.9756,9.9646,-0.0006,,2.0898
-307.38,,,,4.1135,10.7313,,12.6112,,38.9811,26.9730,13.9703,9.9646,-0.0006,,2.0898
-306.38,,,,4.1135,10.7313,,12.6112,,38.9811,26.9730,13.9703,9.9646,-0.0006,,2.0898
-305.38,,,,4.1135,10.7313,,12.6112,,38.9811,26.9730,12.9756,9.9646,-0.0006,,2.0898
-304.38,,,,4.1135,10.7350,,12.6112,,38.9811,26.9730,12.9756,9.9646,-0.0006,,2.0898
-303.38,,,,4.1135,10.7350,,12.6112,,38.9811,26.9730,12.9756,9.9646,-0.0006,,2.0898
-302.38,,,,4.1135,10.7458,,12.6112,,38.9811,26.9730,12.9756,9.9646,0.0004,,2.0898
-301.38,,,,4.1135,10.7422,,12.6112,,38.9811,28.9623,14.9649,10.9592,-0.0006,,2.0898
